2025-01-29 23:43:44,492 - INFO - Iniciando actualización de datos
2025-01-29 23:43:46,368 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/18357020651463187477 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:43:55,173 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/9378709536916495456 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:43:56,772 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/17243776362555978691 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:01,335 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/15847044508852608532 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:04,374 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/5572981003473119348 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:05,996 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/17383807687186980718 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:09,018 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/13877290848809114470 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:18,974 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/4297759070181606765 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:22,577 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/11630540178333861502 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:24,787 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/8744244600052796540 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:26,362 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/357094683772830109 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:28,281 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/15809012670835506226 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:31,301 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/14458568452294133843 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:32,825 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/3528049070088672707 - '<=' not supported between instances of 'int' and 'NoneType'
2025-01-29 23:44:37,402 - ERROR - Error procesando feed: https://www.google.com/alerts/feeds/08823391955851607514/11098843941918965173 - '<=' not supported between instances of 'int' and 'NoneType'
